full_context,answer,grade,split
"Development can get very complicated and fanciful. A fugue by Johann Sebastian Bach illustrates how far this process could go, when a single melodic line, sometimes just a handful of notes, was all that the composer needed to create a brilliant work containing lots of intricate development within a coherent structure. Ludwig van Beethoven’s famous Fifth Symphony provides an exceptional example of how much mileage a classical composer can get out of a few notes and a simple rhythmic tapping. The opening da-da-da-DUM that everyone has heard somewhere or another appears in an incredible variety of ways throughout not only the opening movement, but the remaining three movements, like a kind of motto or a connective thread. Just as we don’t always see the intricate brushwork that goes into the creation of a painting, we may not always notice how Beethoven keeps finding fresh uses for his motto or how he develops his material into a large, cohesive statement. But a lot of the enjoyment we get from that mighty symphony stems from the inventiveness behind it, the impressive development of musical ideas.",2,3,train
"We are famously living in the era of the attention economy, where the largest and most profitable businesses in the world are those that consume my attention. The advertising industry is literally dedicated to capturing the conscious hours of my life and selling them to someone else. It might seem magical that so many exciting and useful software systems are available to use for free, but it is now conventional wisdom that if you can’t see who is paying for something that appears to be free, then the real product being sold is you. Our creative engagement with other people is mediated by AI-based recommendation systems that are designed to trap our attention through the process that Nick Seaver calls captology, keeping us attending to work sold by one company rather than another, replacing the freedom of personal exploration with algorithm-generated playlists or even algorithm-generated art.",2,3,valid
"In the less developed world, the percentage of the population involved in agriculture is declining, but at the same time, those remaining in agriculture are not benefiting from technological advances. The typical scenario in the less developed world is one in which a very few commercial agriculturalists are technologically advanced while the vast majority are incapable of competing. Indeed, this vast majority have lost control over their own production because of larger global causes. As an example, in Kenya, farmers are actively encouraged to grow export crops such as tea and coffee at the expense of basic food production. The result is that a staple crop, such as maize, is not being produced in a sufficient amount. The essential argument here is that the capitalist mode of production is affecting peasant production in the less developed world in such a way as to limit the production of staple foods, thus causing a food problem.",1,3,valid
"Let me spend a moment on the idea of adjusting to another person’s mental orientation. What I mean is this. At any moment, a person has a particular take on what is happening. The person notices this rather than that, and she has feelings and makes judgements about one rather than another aspect of events. If she is hungry, for example, she may notice that a shop is selling groceries; her friend may notice only that it sells newspapers. If she is short of money, she may resent that the fruit is overpriced; meanwhile her friend may feel tempted by some juicy peaches. In one sense the two friends are experiencing the same shop and its contents, but they are having quite different experiences of that shop. A more extreme case arises when one person comprehends things in a peculiar and individual way, for instance, in mistaking the shop for a cinema.",4,3,valid
"Since life began in the oceans, most life, including freshwater life, has a chemical composition more like the ocean than fresh water. It appears that most freshwater life did not originate in fresh water, but is secondarily adapted, having passed from ocean to land and then back again to fresh water. As improbable as this may seem, the bodily fluids of aquatic animals show a strong similarity to oceans, and indeed, most studies of ion balance in freshwater physiology document the complex regulatory mechanisms by which fish, amphibians and invertebrates attempt to maintain an inner ocean in spite of surrounding fresh water. It is these sorts of unexpected complexities and apparent contradictions that make ecology so interesting. The idea of a fish in a freshwater lake struggling to accumulate salts inside its body to mimic the ocean reminds one of the other great contradiction of the biosphere: plants are bathed in an atmosphere composed of roughly three-quarters nitrogen, yet their growth is frequently restricted by lack of nitrogen.",1,3,valid
"Recent research by Juliet Zhu and J. J. Argo suggests that making subtle changes to the seating arrangements in meetings can have an effect on what people choose to focus their attention on. For example, the study found that circular seating arrangements typically activated people’s need to belong. As a result, they were more likely to focus on the group’s collective objectives and be persuaded by messages and proposals that highlighted group benefits rather than benefits to any one individual. This effect was reversed, however, when the seating arrangement was either angular (think L­shaped) or square. These seating arrangements tended to activate people’s need for uniqueness. As a result, people were more responsive and reacted more favorably to messages and proposals that were self­oriented and that allowed them to elevate their individualism.",1,3,valid
"All translators feel some pressure from the community of readers for whom they are doing their work. And all translators arrive at their interpretations in dialogue with other people. The English poet Alexander Pope had pretty good Greek, but when he set about translating Homer’s Iliad in the early 18th century he was not on his own. He had Greek commentaries to refer to, and translations that had already been done in English, Latin, and French―and of course he had dictionaries. Translators always draw on more than one source text. Even when the scene of translation consists of just one person with a pen, paper, and the book that is being translated, or even when it is just one person translating orally for another, that person’s linguistic knowledge arises from lots of other texts and other conversations. And then his or her idea of the translation’s purpose will be influenced by the expectations of the person or people it is for. In both these senses every translation is a crowd translation.",1,2,valid
"The empiricist philosopher John Locke argued that when the human being was first born, the mind was simply a blank slate—a tabula rasa—waiting to be written on by experience. Locke believed that our experience shapes who we are and who we become—and therefore he also believed that, given different experiences, human beings would have different characters. The influence of these ideas was profound, particularly for the new colonies in America, for example, because these were conscious attempts to make a new start and to form a new society. The new society was to operate on a different basis from that of European culture, which was based on the feudal system in which people’s place in society was almost entirely determined by birth, and which therefore tended to emphasize innate characteristics. Locke’s emphasis on the importance of experience in forming the human being provided an optimistic framework for those trying to form a different society.",3,3,valid
"It’s possible to lie with numbers, even those that are accurate, because numbers rarely speak for themselves. They need to be interpreted by writers. And writers almost always have purposes that shape the interpretations. For example, you might want to announce the good news that unemployment in the United States stands at just a little over 5 percent. That means 95 percent of Americans have jobs, an employment rate much higher than that of most other industrial nations. But let’s spin the figure another way. In a country as populous as the United States, unemployment at 5 percent means that millions of Americans don’t earn a daily wage. Indeed, one out of every twenty adults who wants work can’t find it. Suddenly that’s a sobering number. And, as you can see, the same statistic can be cited as a cause for celebration or shame.",2,2,valid
"We tend to assume that the way to get more time is to speed up. But speeding up can actually slow us down. Anyone who has ever rushed out of the house only to realize that their keys and wallet are sitting on the kitchen table knows this only too well. And it’s not just our efficiency that is reduced. The quality of the experience suffers too, as we become less aware or ‘mindful.’ Have you ever eaten an entire meal without tasting any of it? Hurrying up doesn’t just give us less time, it can also steal the pleasure and benefit from the time that we do have. For many of us, hurrying is a way of life. Some of us enjoy the thrill that it gives us while others are driven crazy by the constant pressure and feel that their lives are speeding up to an unacceptable degree. Either way, there are almost certainly areas of our life that could be enhanced by a little go-slow behavior.",3,3,valid
"History is a discipline. It is the art of reconstructing the past. As historian John Tosh writes, “All the resources of scholarship and all the historian’s powers of imagination must be harnessed to the task of bringing the past to life— or resurrecting it.” The past is messy, but historians make sense of the mess by collecting evidence, making meaning of it, and organizing it into some kind of discernible pattern. History is an exciting act of interpretation—taking the facts of the past and weaving them into a compelling narrative. The historian works closely with the stuff that has been left behind—documents, oral testimony, objects—to make the past come alive. As John Arnold has noted, “The sources do not ‘speak for themselves’ and never have done so.... They come alive when the historian reanimates them.”",3,3,valid
"Students of ethics have been perplexed whether to classify their subject as a science, an art, or otherwise. The objection to including ethics among the sciences is that, whereas science deals with what is, ethics, it is said, is concerned with what ought to be. This, at the first glimpse, appears to be a valid and useful distinction; but mature reflection reveals that it is superficial and not wholly true. Much of the confusion and disorientation in contemporary ethics may be traced to just this refusal to recognize that ethics, no less than physics, is concerned with actually existent situations and with energies that cause clearly demonstrable effects. In the first place, our opinion of what ought to be lacks authority if it ignores what already exists. Any one of our most fanciful dreams might with equal force command our present efforts, unless we insist that our notions of what ought to be are somehow related to present realities. Even from this point of view, ethics must be more than the consideration of imaginary states that might satisfy our highest moral aspirations.",1,3,valid
"It is easy to find examples of correlations which are far more systematic than could occur by chance and yet which it would be absurd to treat as evidence of a direct causal link. For instance, there is a high degree of correlation between shoe size and vocabulary size: people with larger shoe sizes tend to have much larger vocabularies than people with smaller shoe sizes. But having larger feet does not cause anyone to gain a larger vocabulary; nor does having a large vocabulary cause your feet to grow. The obvious explanation of the correlation is that children tend to have much smaller feet than adults, and, because children acquire their vocabularies gradually as they grow older, it is hardly surprising that, on average, people with smaller feet have smaller vocabularies. In other words, foot size and vocabulary size can be explained in terms of features of the process of human development from infancy to adulthood: a cause which both observed phenomena have in common.",5,3,valid
"Over 4.5 billion years ago, the Earth’s primordial atmosphere was probably largely water vapour, carbon dioxide, sulfur dioxide and nitrogen. The appearance and subsequent evolution of exceedingly primitive living organisms (bacteria-like microbes and simple single-celled plants) began to change the atmosphere, liberating oxygen and breaking down carbon dioxide and sulfur dioxide. This made it possible for higher organisms to develop. When the earliest known plant cells with nuclei evolved about 2 billion years ago, the atmosphere seems to have had only about 1 percent of its present content of oxygen. With the emergence of the first land plants, about 500 million years ago, oxygen reached about one-third of its present concentration. It had risen to almost its present level by about 370 million years ago, when animals first spread on to land. Today’s atmosphere is thus not just a requirement to sustain life as we know it―it is also a consequence of life.",2,2,valid
"Much of the communication among chimps, as for animals in general, is too subtle for us to notice. One prime example involved six young chimpanzees being studied in the 1970s at the Delta Primate Research Center. One of them (we’ll call him the “leader”) was introduced alone into an enclosure and shown either a hidden source of food or a stuffed snake. When this chimp was reunited with his fellows outside the enclosure, they quickly resumed their normal activities. There was no readily apparent sign that the leader communicated his important knowledge to the other chimps. Yet, when all six were allowed into the enclosure after the leader had been shown food, the group headed straight for the food. In the “snake” condition, the chimps all entered the enclosure with the fur on their backs spiking up and approached the danger zone with extreme caution, poking at the leaf bed with sticks rather than with their hands. Either the leader chimp had conveyed the information to the others, or they were superbly attuned to his intentions.",2,3,valid
"Early human societies were nomadic, based on hunting and gathering, and, in a shifting pattern of life in search of new sources of food, qualities such as lightness, portability, and adaptability were dominant criteria. With the evolution of more settled rural societies based on agriculture, other characteristics, other traditions of form appropriate to the new patterns of life, rapidly emerged. It must be emphasized, however, that tradition was not static, but constantly subject to minute variations appropriate to people and their circumstances. Although traditional forms reflected the experience of social groups, specific manifestations could be adapted in various minute and subtle ways to suit individual users’ needs. A chair could keep its basic, accepted characteristics while still being closely shaped in detail to the physique and proportions of a specific person. This basic principle of customization allowed a constant stream of incremental modifications to be introduced, which, if demonstrated by experience to be advantageous, could be integrated back into the mainstream of tradition.",2,3,valid
"Creativity is commonly defined as the production of ideas that are both novel (original, new) and useful (appropriate, feasible). Ideas that are original but not useful are irrelevant, and ideas that are useful but not original are unremarkable. While this definition is widely used in research, an important aspect of creativity is often ignored: Generating creative ideas rarely is the final goal. Rather, to successfully solve problems or innovate requires one or a few good ideas that really work, and work better than previous approaches. This requires that people evaluate the products of their own or each other’s imagination, and choose those ideas that seem promising enough to develop further, and abandon those that are unlikely to be successful. Thus, being creative does not stop with idea generation. In fact, the ability to generate creative ideas is essentially useless if these ideas subsequently die a silent death.",1,3,valid
"Through recent decades academic archaeologists have been urged to conduct their research and excavations according to hypothesis-testing procedures. It has been argued that we should construct our general theories, deduce testable propositions and prove or disprove them against the sampled data. In fact, the application of this ‘scientific method’ often ran into difficulties. The data have a tendency to lead to unexpected questions, problems and issues. Thus, archaeologists claiming to follow hypothesis-testing procedures found themselves having to create a fiction. In practice, their work and theoretical conclusions partly developed from the data which they had discovered. In other words, they already knew the data when they decided upon an interpretation. But in presenting their work they rewrote the script, placing the theory first and claiming to have tested it against data which they discovered, as in an experiment under laboratory conditions.",1,3,valid
"The meritocratic emphasis on effort and hard work seeks to vindicate the idea that, under the right conditions, we are responsible for our success and thus capable of freedom. It also seeks to vindicate the faith that, if the competition is truly fair, success will align with virtue; those who work hard and play by the rules will earn the rewards they deserve. We want to believe that success, in sports and in life, is something we earn, not something we inherit. Natural gifts and the advantages they bring embarrass the meritocratic faith. They cast doubt on the conviction that praise and rewards flow from effort alone. In the face of this embarrassment, we inflate the moral significance of effort and striving. This can be seen, for example, in television coverage of the Olympics, which focuses less on the feats the athletes perform than on heartbreaking stories of the hardships and obstacles they have overcome, and the struggles they have gone through to triumph over injury, or a difficult childhood, or political turmoil in their native land.",2,3,valid
"Humour involves not just practical disengagement but cognitive disengagement. As long as something is funny, we are for the moment not concerned with whether it is real or fictional, true or false. This is why we give considerable leeway to people telling funny stories. If they are getting extra laughs by exaggerating the silliness of a situation or even by making up a few details, we are happy to grant them comic licence, a kind of poetic licence. Indeed, someone listening to a funny story who tries to correct the teller―‘No, he didn’t spill the spaghetti on the keyboard and the monitor, just on the keyboard’―will probably be told by the other listeners to stop interrupting. The creator of humour is putting ideas into people’s heads for the pleasure those ideas will bring, not to provide accurate information.",1,3,test
"The creativity that children possess needs to be cultivated throughout their development. Research suggests that overstructuring the child’s environment may actually limit creative and academic development. This is a central problem with much of science instruction. The exercises or activities are devised to eliminate different options and to focus on predetermined results. The answers are structured to fit the course assessments, and the wonder of science is lost along with cognitive intrigue. We define cognitive intrigue as the wonder that stimulates and intrinsically motivates an individual to voluntarily engage in an activity. The loss of cognitive intrigue may be initiated by the sole use of play items with predetermined conclusions and reinforced by rote instruction in school. This is exemplified by toys, games, and lessons that are a(n) end in and of themselves and require little of the individual other than to master the planned objective.",1,3,test
"A sleeping mother has the ability to identify the particular cry of her own baby. This is one of the bonding factors that has been forgotten because of the way in which we live today. Typically, there is now only one newborn baby in any family house or apartment, so there is no way to test this ability. In an ancient tribe, however, living in small huts in a tiny village settlement, a mother would have been able to hear any of the babies crying in the night. If she woke up every time one of them screamed for food, she might get no sleep at all. During the course of evolution she became programmed to awake only at the sound of her own particular baby. This sensitivity is still there to this day, even though it is seldom used.",5,3,test
"Sometimes, however, if a person is already sensitive and upset about something, delaying feedback can be wise. Use your critical thinking skills to analyze when feedback will do the most good. Rather than automatically offering immediate correction, use the just-in-time approach and provide feedback just before the person might make another mistake.",1,3,test
"Over the last decade the attention given to how children learn to read has foregrounded the nature of textuality, and of the different, interrelated ways in which readers of all ages make texts mean. ‘Reading’ now applies to a greater number of representational forms than at any time in the past: pictures, maps, screens, design graphics and photographs are all regarded as text. In addition to the innovations made possible in picture books by new printing processes, design features also predominate in other kinds, such as books of poetry and information texts. Thus, reading becomes a more complicated kind of interpretation than it was when children’s attention was focused on the printed text, with sketches or pictures as an adjunct. Children now learn from a picture book that words and illustrations complement and enhance each other. Reading is not simply word recognition. Even in the easiest texts, what a sentence ‘says’ is often not what it means.",2,3,test
"Finkenauer and Rimé investigated the memory of the unexpected death of Belgium’s King Baudouin in 1993 in a large sample of Belgian citizens. The data revealed that the news of the king’s death had been widely socially shared. By talking about the event, people gradually constructed a social narrative and a collective memory of the emotional event. At the same time, they consolidated their own memory of the personal circumstances in which the event took place, an effect known as “flashbulb memory.” The more an event is socially shared, the more it will be fixed in people’s minds. Social sharing may in this way help to counteract some natural tendency people may have. Naturally, people should be driven to “forget” undesirable events. Thus, someone who just heard a piece of bad news often tends initially to deny what happened. The social sharing of the bad news contributes to repetitive realism.",3,3,test
"Digital technology accelerates dematerialization by hastening the migration from products to services. The liquid nature of services means they don’t have to be bound to materials. But dematerialization is not just about digital goods. The reason even solid physical goods ― like a soda can ― can deliver more benefits while inhabiting less material is because their heavy atoms are substituted by weightless bits. The tangible is replaced by intangibles ― intangibles like better design, innovative processes, smart chips, and eventually online connectivity ― that do the work that more aluminum atoms used to do. Soft things, like intelligence, are thus embedded into hard things, like aluminum, that make hard things behave more like software. Material goods infused with bits increasingly act as if they were intangible services. Nouns morph to verbs. Hardware behaves like software. In Silicon Valley they say it like this: “Software eats everything.”",1,3,test
"When you begin to tell a story again that you have retold many times, what you retrieve from memory is the index to the story itself. That index can be embellished in a variety of ways. Over time, even the embellishments become standardized. An old man’s story that he has told hundreds of times shows little variation, and any variation that does exist becomes part of the story itself, regardless of its origin. People add details to their stories that may or may not have occurred. They are recalling indexes and reconstructing details. If at some point they add a nice detail, not really certain of its validity, telling the story with that same detail a few more times will ensure its permanent place in the story index. In other words, the stories we tell time and again are identical to the memory we have of the events that the story relates.",1,3,test
"For several years much research in psychology was based on the assumption that human beings are driven by base motivations such as aggression, egoistic self-interest, and the pursuit of simple pleasures. Since many psychologists began with that assumption, they inadvertently designed research studies that supported their own presuppositions. Consequently, the view of humanity that prevailed in psychology was that of a species barely keeping its aggressive tendencies in check and managing to live in social groups more out of motivated self-interest than out of a genuine affinity for others or a true sense of community. Both Sigmund Freud and the early behaviorists led by John B. Watson believed that humans were motivated primarily by selfish drives. From that perspective, social interaction is possible only by exerting control over those baser emotions and, therefore, it is always vulnerable to eruptions of violence, greed, and selfishness. The fact that humans actually live together in social groups has traditionally been seen as a tenuous arrangement that is always just one step away from violence.",2,2,test
"Are the different types of mobile device, smartphones and tablets, substitutes or complements? Let’s explore this question by considering the case of Madeleine and Alexandra, two users of these devices. Madeleine uses her tablet to take notes in class. These notes are synced to her smartphone wirelessly, via a cloud computing service, allowing Madeleine to review her notes on her phone during the bus trip home. Alexandra uses both her phone and tablet to surf the Internet, write emails and check social media. Both of these devices allow Alexandra to access online services when she is away from her desktop computer. For Madeleine, smartphones and tablets are complements. She gets greater functionality out of her two devices when they are used together. For Alexandra, they are substitutes. Both smartphones and tablets fulfil more or less the same function in Alexandra’s life. This case illustrates the role that an individual consumer’s behavior plays in determining the nature of the relationship between two goods or services.",2,2,test
"Plants are genius chemists. They rely on their ability to manufacture chemical compounds for every single aspect of their survival. A plant with juicy leaves can’t run away to avoid being eaten. It relies on its own chemical defenses to kill microbes, deter pests, or poison would­be predators. Plants also need to reproduce. They can’t impress a potential mate with a fancy dance, a victory in horn­to­horn combat, or a well­constructed nest like animals do. Since plants need to attract pollinators to accomplish reproduction, they’ve evolved intoxicating scents, sweet nectar, and pheromones that send signals that bees and butterflies can’t resist. When you consider that plants solve almost all of their problems by making chemicals, and that there are nearly 400,000 species of plants on Earth, it’s no wonder that the plant kingdom is a source for a dazzling array of useful substances.",2,3,test
"Although most people, including Europe’s Muslims, have numerous identities, few of these are politically salient at any moment. It is only when a political issue affects the welfare of those in a particular group that identity assumes importance. For instance, when issues arise that touch on women’s rights, women start to think of gender as their principal identity. Whether such women are American or Iranian or whether they are Catholic or Protestant matters less than the fact that they are women. Similarly, when famine and civil war threaten people in sub-Saharan Africa, many African-Americans are reminded of their kinship with the continent in which their ancestors originated centuries earlier, and they lobby their leaders to provide humanitarian relief. In other words, each issue calls forth somewhat different identities that help explain the political preferences people have regarding those issues.",1,3,test
"Prior to photography, places did not travel well. While painters have always lifted particular places out of their ‘dwelling’ and transported them elsewhere, paintings were time-consuming to produce, relatively difficult to transport and one-of-a-kind. The multiplication of photographs especially took place with the introduction of the half-tone plate in the 1880s that made possible the mechanical reproduction of photographs in newspapers, periodicals, books and advertisements. Photography became coupled to consumer capitalism and the globe was now offered ‘in limitless quantities, figures, landscapes, events which had not previously been utilised either at all, or only as pictures for one customer’. With capitalism’s arrangement of the world as a ‘department store’, ‘the proliferation and circulation of representations ... achieved a spectacular and virtually inescapable global magnitude’. Gradually photographs became cheap mass- produced objects that made the world visible, aesthetic and desirable. Experiences were ‘democratised’ by translating them into cheap images. Light, small and mass-produced photographs became dynamic vehicles for the spatiotemporal circulation of places.",5,3,test
"In labor-sharing groups, people contribute labor to other people on a regular basis (for seasonal agricultural work such as harvesting) or on an irregular basis (in the event of a crisis such as the need to rebuild a barn damaged by fire). Labor sharing groups are part of what has been called a “moral economy” since no one keeps formal records on how much any family puts in or takes out. Instead, accounting is socially regulated. The group has a sense of moral community based on years of trust and sharing. In a certain community of North America, labor sharing is a major economic factor of social cohesion. When a family needs a new barn or faces repair work that requires group labor, a barn-raising party is called. Many families show up to help. Adult men provide manual labor, and adult women provide food for the event. Later, when another family needs help, they call on the same people.",3,3,test
"Even as mundane a behavior as watching TV may be a way for some people to escape painful self-awareness through distraction. To test this idea, Sophia Moskalenko and Steven Heine gave participants false feedback about their test performance, and then seated each one in front of a TV set to watch a video as the next part of the study. When the video came on, showing nature scenes with a musical soundtrack, the experimenter exclaimed that this was the wrong video and went supposedly to get the correct one, leaving the participant alone as the video played. The participants who had received failure feedback watched the video much longer than those who thought they had succeeded. The researchers concluded that distraction through television viewing can effectively relieve the discomfort associated with painful failures or mismatches between the self and self-guides. In contrast, successful participants had little wish to be distracted from their self-related thoughts!",2,3,test
"Imagine tossing a coin over and over, and let’s say that the coin has landed heads up six times in a row. Many people believe that in this situation the coin is more likely to come up tails than heads on the next toss. But this conclusion is wrong, and this belief is commonly referred to as the “gambler’s fallacy.” The logic leading to this fallacy seems to be that if the coin is fair, then a series of tosses should contain equal numbers of heads and tails. If no tails have appeared for a while, then some are overdue to bring about this balance. But how could this be? The coin has no memory, so it has no way of knowing how long it has been since the last tails. More generally, there simply is no mechanism through which the history of the previous tosses could influence the current one. Therefore, the likelihood of a tail on toss number 7 is 50-50, just as it was on the first toss, and just as it is on every toss.",5,2,test
"One factor that may hinder creativity is unawareness of the resources required in each activity in students’ learning. Often students are unable to identify the resources they need to perform the task required of them. Different resources may be compulsory for specific learning tasks, and recognizing them may simplify the activity’s performance. For example, it may be that students desire to conduct some experiments in their projects. There must be a prior investigation of whether the students will have access to the laboratory, equipment, and chemicals required for the experiment. It means preparation is vital for the students to succeed, and it may be about human and financial resources such as laboratory technicians, money to purchase chemicals, and equipment for their learning where applicable. Even if some of the resources required for a task may not be available, identifying them in advance may help students’ creativity. It may even lead to changing the topic, finding alternative resources, and other means.",5,2,test
"My friend was disappointed that scientific progress has not cured the world’s ills by abolishing wars and starvation; that gross human inequality is still widespread; that happiness is not universal. My friend made a common mistake ― a basic misunderstanding in the nature of knowledge. Knowledge is amoral ― not immoral but morality neutral. It can be used for any purpose, but many people assume it will be used to further their favorite hopes for society ―and this is the fundamental flaw. Knowledge of the world is one thing; its uses create a separate issue. To be disappointed that our progress in understanding has not remedied the social ills of the world is a legitimate view, but to confuse this with the progress of knowledge is absurd. To argue that knowledge is not progressing because of the African or Middle Eastern conflicts misses the point. There is nothing inherent in knowledge that dictates any specific social or moral application.",1,3,test
