input,target,grade,split
"Context: People unknowingly sabotage their own work when they withhold help or information from others or try to undermine them lest they become more successful or get more credit than “me.” Cooperation is alien to the ego, except when there is a secondary motive. The ego doesn’t know that the more you include others, the more smoothly things flow and the more easily things come to you. When you give little or no help to others or put obstacles in their path, the universe ― in the form of people and circumstances ― gives little or no help to you because you have cut yourself off from the whole. The ego’s unconscious core feeling of “not enough” causes it to react to someone else’s success as if that success had taken something away from “me.” It doesn’t know that your resentment of another person’s success curtails your own chances of success. In order to attract success, you need to welcome it wherever you see it.
Answer: Cooperation
Explain:","The paragraph describes how the ego resists including others and sabotages cooperation; thus, cooperation is foreign to the ego’s mindset. The other options do not capture the idea that helping others conflicts with an ego’s self-centered nature.",3,train
"Context: It’s a common practice during creativity seminars to give participants a bag full of materials and then a problem to solve. The materials are usually everyday items. Their use is obvious to all. You are then to use those materials in whatever ways you want to solve the problem; however, there isn’t usually an obvious connection between the items and your problem. For instance, maybe you have to figure out how to create a communication device using a hammer, tape, a hairbrush, and a bag of marbles. Most people have a cognitive bias called functional fixedness that causes them to see objects only in their normal context. The use of the materials in their ordinary way will generally lead to no workable solutions. The really exciting solutions come from overcoming functional fixedness and using these everyday items in new ways. To see the possibilities it is helpful to take the viewpoint that nothing is what you think it is.
Answer: nothing is what you think it is
Explain:",Overcoming functional fixedness requires rejecting the assumption that objects serve only their normal functions; “nothing is what you think it is” encourages seeing items beyond their typical uses. The other choices do not challenge entrenched perceptions of an object’s purpose.,3,train
"Context: Gordon Allport argued that history records many individuals who were not content with an existence that offered them little variety, a lack of psychic tension, and minimal challenge. Allport considers it normal to be pulled forward by a vision of the future that awakened within persons their drive to alter the course of their lives. He suggests that people possess a need to invent motives and purposes that would consume their inner energies. Similarly, Erich Fromm proposed a need on the part of humans to rise above the roles of passive creatures in an accidental if not random world. To him, humans are driven to transcend the state of merely having been created; instead, humans seek to become the creators, the active shapers of their own destiny. Rising above the passive and accidental nature of existence, humans generate their own purposes and thereby provide themselves with a true basis of freedom.
Answer: alter the course of their lives
Explain:","Allport’s idea of being pulled by a future vision aligns with the desire to change one’s life direction; thus “alter the course of their lives” fits. The other options (possession, emotion suppression, self-sacrifice, worship) do not capture the active self-directed purpose described.",3,train
"Context: Japanese used to have a color word, ao, that spanned both green and blue. In the modern language, however, ao has come to be restricted mostly to blue shades, and green is usually expressed by the word midori. When the first traffic lights were imported from the United States and installed in Japan in the 1930s, they were just as green as anywhere else. Nevertheless, in common parlance the go light was called ao shingoo, perhaps because the three primary colors on Japanese artists’ palettes are traditionally aka(red), kiiro(yellow), and ao. The label ao for a green light did not appear so out of the ordinary at first, because of the remaining associations of the word ao with greenness. But over time, the difference between the green color and the dominant meaning of the word ao began to feel awkward. Nations that are less assertive might have opted for the solution of simply changing the official name of the go light to midori. Not so the Japanese. Rather than alter the name to fit reality, the Japanese government announced in 1973 that reality should be altered to fit the name: henceforth, go lights would be a color that better corresponded to the dominant meaning of ao.
Answer: reality should be altered to fit the name
Explain:","The passage states that Japan refused to change the name and instead changed the actual light color to match the meaning of ao, indicating that they altered reality to fit the existing name. The other options do not explain this decision to adjust the light’s hue rather than rename it.",3,train
"Context: Long before Walt Whitman wrote Leaves of Grass, poets had addressed themselves to fame. Horace, Petrarch, Shakespeare, Milton, and Keats all hoped that poetic greatness would grant them a kind of earthly immortality. Whitman held a similar faith that for centuries the world would value his poems. But to this ancient desire to live forever on the page, he added a new sense of fame. Readers would not simply attend to the poet’s work; they would be attracted to the greatness of his personality. They would see in his poems a vibrant cultural performance, an individual springing from the book with tremendous charisma and appeal. Out of the political rallies and electoral parades that marked Jacksonian America, Whitman defined poetic fame in relation to the crowd. Other poets might look for their inspiration from the goddess of poetry. Whitman’s poet sought the approval of his contemporaries. In the instability of American democracy, fame would be dependent on celebrity, on the degree to which the people rejoiced in the poet and his work.
Answer: the approval of his contemporaries
Explain:","According to the passage, Whitman believed that a poet's fame was not simply due to excellent poetry but was influenced by the popularity and recognition from the public (his contemporaries). In fact, the original text clearly states, ""Whitman’s poet sought the approval of his contemporaries,"" which aligns with the explanation that ""fame would be dependent on celebrity, on the degree to which the people rejoiced in the poet and his work"".",3,train
"Context: Enabling animals to operate in the presence of harmless stimuli is an almost universal function of learning. Most animals innately avoid objects they have not previously encountered. Unfamiliar objects may be dangerous; treating them with caution has survival value. If persisted in, however, such careful behavior could interfere with feeding and other necessary activities to the extent that the benefit of caution would be lost. A turtle that withdraws into its shell at every puff of wind or whenever a cloud casts a shadow would never win races, not even with a lazy rabbit. To overcome this problem, almost all animals habituate to safe stimuli that occur frequently. Confronted by a strange object, an inexperienced animal may freeze or attempt to hide, but if nothing unpleasant happens, sooner or later it will continue its activity. The possibility also exists that an unfamiliar object may be useful, so if it poses no immediate threat, a closer inspection may be worthwhile.
Answer: operate in the presence of harmless stimuli
Explain:","This article is about the habitual of animals. Animals are careful about new stimuli, but if the stimulus is not harmful, they can be used to it and continue to work. Thus, the most appropriate thing for the blank is operate in the presence of harmless stimuli.",3,train
"Context: The critic who wants to write about literature from a formalist perspective must first be a close and careful reader who examines all the elements of a text individually and questions how they come together to create a work of art. Such a reader, who respects the autonomy of a work, achieves an understanding of it by looking inside it, not outside it or beyond it. Instead of examining historical periods, author biographies, or literary styles, for example, he or she will approach a text with the assumption that it is a self-contained entity and that he or she is looking for the governing principles that allow the text to reveal itself. For example, the correspondences between the characters in James Joyce’s short story “Araby” and the people he knew personally may be interesting, but for the formalist they are less relevant to understanding how the story creates meaning than are other kinds of information that the story contains within itself.
Answer: looking inside it, not outside it or beyond it
Explain:","From the point of view of formalism, it is said that in order to see literature, it is necessary to review the elements of the writing and see the way they achieve works of art. From a formalist point of view, the autonomy of the work is important, and the elements of the work are more meaningful than the external work. In the blank, the characteristics of formalist readers are stated. Therefore, the most appropriate thing to enter the blank is looking inside it, not outside it or beyond it.",3,train
"Context: The commonsense understanding of the moral status of altruistic acts conforms to how most of us think about our responsibilities toward others. We tend to get offended when someone else or society determines for us how much of what we have should be given away; we are adults and should have the right to make such decisions for ourselves. Yet, when interviewed, altruists known for making the largest sacrifices—and bringing about the greatest benefits to their recipients—assert just the opposite. They insist that they had absolutely no choice but to act as they did. Organ donors, and everyday citizens who risk their own lives to save others in mortal danger are remarkably consistent in their explicit denials that they have done anything deserving of high praise as well as in their assurance that anyone in their shoes should have done exactly the same thing. To be sure, it seems that the more altruistic someone is, the more they are likely to insist that they have done no more than all of us would be expected to do, lest we shirk our basic moral obligation to humanity.
Answer: had absolutely no choice but to act as they did
Explain:","Altruists claim they were compelled by moral duty and thus “had absolutely no choice but to act as they did,” rejecting any special praise; the other options conflict with their denials of personal agency or need for reward.",3,train
"Context: Observational studies of humans cannot be properly controlled. Humans live different lifestyles and in different environments. Thus, they are insufficiently homogeneous to be suitable experimental subjects. These confounding factors undermine our ability to draw sound causal conclusions from human epidemiological surveys. Confounding factors are variables (known or unknown) that make it difficult for epidemiologists to isolate the effects of the specific variable being studied. For example, Taubes argued that since many people who drink also smoke, researchers have difficulty determining the link between alcohol consumption and cancer. Similarly, researchers in the famous Framingham study identified a significant correlation between coffee drinking and coronary heart disease. However, most of this correlation disappeared once researchers corrected for the fact that many coffee drinkers also smoke. If the confounding factors are known, it is often possible to correct for them. However, if they are unknown, they will undermine the reliability of the causal conclusions we draw from epidemiological surveys.
Answer: isolate the effects of the specific variable being studied
Explain:","The passage discusses how confounding factors complicate the process of determining which variable is responsible for an observed effect, such as whether coffee or smoking causes heart disease. This makes isolate the effects of the specific variable being studied correct, as it directly addresses the difficulty in isolating the effect of a single variable. The other choices do not reflect the main issue of confounding variables impacting causal inference.",2,train
"Context: Among the most fascinating natural temperature-regulating behaviors are those of social insects such as bees and ants. These insects are able to maintain a nearly constant temperature in their hives or mounds throughout the year. The constancy of these microclimates depends not just on the location and insulation of the habitat, but on the activity of the insects in the colony. When the surrounding temperature increases, the activity in the hive decreases, which decreases the amount of heat generated by insect metabolism. In fact, many animals decrease their activity in the heat and increase it in the cold, and people who are allowed to choose levels of physical activity in hot or cold environments adjust their workload precisely to body temperature. This behavior serves to avoid both hypothermia and hyperthermia.
Answer: the activity of the insects in the colony
Explain:","The passage goes on to explain that insects in the colony regulate their activities to maintain a constant temperature in their habitat. Therefore, ""the activity of the insects in the colony"" is the most appropriate choice for the blank.",3,train
"Context: Development can get very complicated and fanciful. A fugue by Johann Sebastian Bach illustrates how far this process could go, when a single melodic line, sometimes just a handful of notes, was all that the composer needed to create a brilliant work containing lots of intricate development within a coherent structure. Ludwig van Beethoven’s famous Fifth Symphony provides an exceptional example of how much mileage a classical composer can get out of a few notes and a simple rhythmic tapping. The opening da-da-da-DUM that everyone has heard somewhere or another appears in an incredible variety of ways throughout not only the opening movement, but the remaining three movements, like a kind of motto or a connective thread. Just as we don’t always see the intricate brushwork that goes into the creation of a painting, we may not always notice how Beethoven keeps finding fresh uses for his motto or how he develops his material into a large, cohesive statement. But a lot of the enjoyment we get from that mighty symphony stems from the inventiveness behind it, the impressive development of musical ideas.
Answer: appears in an incredible variety of ways
Explain:","BACH's Fuga Development has actually developed a variety of melody lines or a few sounds, and it became a great work, and the famous Beethoven's famous 5 Symphony can also judge what I want to say through an example of a great work with a variety of rhythms and rhythms. The most appropriate thing to enter the blank is appears in an incredible variety of ways because it is a tremendous way that appears in a tremendous way not only in the start movement but also the rest of the three movements.",3,train
"Context: We are famously living in the era of the attention economy, where the largest and most profitable businesses in the world are those that consume my attention. The advertising industry is literally dedicated to capturing the conscious hours of my life and selling them to someone else. It might seem magical that so many exciting and useful software systems are available to use for free, but it is now conventional wisdom that if you can’t see who is paying for something that appears to be free, then the real product being sold is you. Our creative engagement with other people is mediated by AI-based recommendation systems that are designed to trap our attention through the process that Nick Seaver calls captology, keeping us attending to work sold by one company rather than another, replacing the freedom of personal exploration with algorithm-generated playlists or even algorithm-generated art.
Answer: the real product being sold is you
Explain:","The largest and most profitable business in the world is the era of interest economy, which is a project that “consumes my interest”, and the advertising industry is a story about selling it to someone else by capturing my conscious time of my life. Therefore, the real product being sold is you is the most appropriate word for the blank.",3,valid
"Context: In the less developed world, the percentage of the population involved in agriculture is declining, but at the same time, those remaining in agriculture are not benefiting from technological advances. The typical scenario in the less developed world is one in which a very few commercial agriculturalists are technologically advanced while the vast majority are incapable of competing. Indeed, this vast majority have lost control over their own production because of larger global causes. As an example, in Kenya, farmers are actively encouraged to grow export crops such as tea and coffee at the expense of basic food production. The result is that a staple crop, such as maize, is not being produced in a sufficient amount. The essential argument here is that the capitalist mode of production is affecting peasant production in the less developed world in such a way as to limit the production of staple foods, thus causing a food problem.
Answer: have lost control over their own production
Explain:","The passage explains that tenant farmers in underdeveloped countries have lost control over their own food production due to the influence of capitalist modes of production. This matches the phrase ""have lost control over their own production.""",3,valid
"Context: Let me spend a moment on the idea of adjusting to another person’s mental orientation. What I mean is this. At any moment, a person has a particular take on what is happening. The person notices this rather than that, and she has feelings and makes judgements about one rather than another aspect of events. If she is hungry, for example, she may notice that a shop is selling groceries; her friend may notice only that it sells newspapers. If she is short of money, she may resent that the fruit is overpriced; meanwhile her friend may feel tempted by some juicy peaches. In one sense the two friends are experiencing the same shop and its contents, but they are having quite different experiences of that shop. A more extreme case arises when one person comprehends things in a peculiar and individual way, for instance, in mistaking the shop for a cinema.
Answer: particular take on what is happening
Explain:","The passage explains that each person has a ""particular take""—a unique perspective—on the same situation or object, interpreting and perceiving it differently. Therefore, option 4, which means ""a particular opinion about what is happening,"" is the most appropriate choice for the blank.",3,valid
"Context: Since life began in the oceans, most life, including freshwater life, has a chemical composition more like the ocean than fresh water. It appears that most freshwater life did not originate in fresh water, but is secondarily adapted, having passed from ocean to land and then back again to fresh water. As improbable as this may seem, the bodily fluids of aquatic animals show a strong similarity to oceans, and indeed, most studies of ion balance in freshwater physiology document the complex regulatory mechanisms by which fish, amphibians and invertebrates attempt to maintain an inner ocean in spite of surrounding fresh water. It is these sorts of unexpected complexities and apparent contradictions that make ecology so interesting. The idea of a fish in a freshwater lake struggling to accumulate salts inside its body to mimic the ocean reminds one of the other great contradiction of the biosphere: plants are bathed in an atmosphere composed of roughly three-quarters nitrogen, yet their growth is frequently restricted by lack of nitrogen.
Answer: maintain an inner ocean in spite of surrounding fresh water
Explain:","The passage describes the complex regulatory mechanisms by which freshwater organisms maintain a state within their bodies similar to seawater, even though they live in freshwater environments. This refers to the phenomenon in which organisms in freshwater ecosystems try to keep their internal ion concentrations similar to those of the sea. Therefore, option 1 is the most appropriate for the blank.",3,valid
"Context: Recent research by Juliet Zhu and J. J. Argo suggests that making subtle changes to the seating arrangements in meetings can have an effect on what people choose to focus their attention on. For example, the study found that circular seating arrangements typically activated people’s need to belong. As a result, they were more likely to focus on the group’s collective objectives and be persuaded by messages and proposals that highlighted group benefits rather than benefits to any one individual. This effect was reversed, however, when the seating arrangement was either angular (think L­shaped) or square. These seating arrangements tended to activate people’s need for uniqueness. As a result, people were more responsive and reacted more favorably to messages and proposals that were self­oriented and that allowed them to elevate their individualism.
Answer: uniqueness
Explain:","Angular or square seating highlights individual space and separation, which activates a need for uniqueness; this makes audiences more receptive to self­focused messages. The other options (safety, certainty, harmony, fairness) do not reflect the shift toward individualism prompted by non­circular seating.",3,valid
"Context: All translators feel some pressure from the community of readers for whom they are doing their work. And all translators arrive at their interpretations in dialogue with other people. The English poet Alexander Pope had pretty good Greek, but when he set about translating Homer’s Iliad in the early 18th century he was not on his own. He had Greek commentaries to refer to, and translations that had already been done in English, Latin, and French―and of course he had dictionaries. Translators always draw on more than one source text. Even when the scene of translation consists of just one person with a pen, paper, and the book that is being translated, or even when it is just one person translating orally for another, that person’s linguistic knowledge arises from lots of other texts and other conversations. And then his or her idea of the translation’s purpose will be influenced by the expectations of the person or people it is for. In both these senses every translation is a crowd translation.
Answer: every translation is a crowd translation
Explain:","The passage stresses that translators rely on prior works, multiple sources, and the expectations of others, highlighting the collaborative and socially influenced nature of translation. This supports the idea that “every translation is a crowd translation,” since even individual efforts are shaped by collective input. The other choices misrepresent the passage’s focus on shared influence and support.",2,valid
"Context: The empiricist philosopher John Locke argued that when the human being was first born, the mind was simply a blank slate—a tabula rasa—waiting to be written on by experience. Locke believed that our experience shapes who we are and who we become—and therefore he also believed that, given different experiences, human beings would have different characters. The influence of these ideas was profound, particularly for the new colonies in America, for example, because these were conscious attempts to make a new start and to form a new society. The new society was to operate on a different basis from that of European culture, which was based on the feudal system in which people’s place in society was almost entirely determined by birth, and which therefore tended to emphasize innate characteristics. Locke’s emphasis on the importance of experience in forming the human being provided an optimistic framework for those trying to form a different society.
Answer: an optimistic framework for those trying to form a different society
Explain:",Locke’s view that experience shapes character underpinned the belief that a new society could be built on learning and growth rather than inherited status. This optimistic framework encouraged colonists to envision a social order founded on individual potential and reform.,3,valid
"Context: It’s possible to lie with numbers, even those that are accurate, because numbers rarely speak for themselves. They need to be interpreted by writers. And writers almost always have purposes that shape the interpretations. For example, you might want to announce the good news that unemployment in the United States stands at just a little over 5 percent. That means 95 percent of Americans have jobs, an employment rate much higher than that of most other industrial nations. But let’s spin the figure another way. In a country as populous as the United States, unemployment at 5 percent means that millions of Americans don’t earn a daily wage. Indeed, one out of every twenty adults who wants work can’t find it. Suddenly that’s a sobering number. And, as you can see, the same statistic can be cited as a cause for celebration or shame.
Answer: be cited as a cause for celebration or shame
Explain:","Because the unemployment rate can be presented positively (95% employed) or negatively (5% unemployed), the same figure can be used to celebrate high employment or shame high unemployment, matching choice be cited as a cause for celebration or shame. The other options do not capture this dual interpretation.",2,valid
"Context: We tend to assume that the way to get more time is to speed up. But speeding up can actually slow us down. Anyone who has ever rushed out of the house only to realize that their keys and wallet are sitting on the kitchen table knows this only too well. And it’s not just our efficiency that is reduced. The quality of the experience suffers too, as we become less aware or ‘mindful.’ Have you ever eaten an entire meal without tasting any of it? Hurrying up doesn’t just give us less time, it can also steal the pleasure and benefit from the time that we do have. For many of us, hurrying is a way of life. Some of us enjoy the thrill that it gives us while others are driven crazy by the constant pressure and feel that their lives are speeding up to an unacceptable degree. Either way, there are almost certainly areas of our life that could be enhanced by a little go-slow behavior.
Answer: enhanced by a little go-slow behavior
Explain:","The passage explains that rushing can actually be inefficient and can also diminish the quality and enjoyment of our experiences. Therefore, it concludes that there are certainly aspects of our lives that can be improved (enhanced) by practicing a little ""go-slow behavior."" This is why ""enhanced by a little go-slow behavior"" is the most appropriate choice for the blank.",3,valid
"Context: History is a discipline. It is the art of reconstructing the past. As historian John Tosh writes, “All the resources of scholarship and all the historian’s powers of imagination must be harnessed to the task of bringing the past to life— or resurrecting it.” The past is messy, but historians make sense of the mess by collecting evidence, making meaning of it, and organizing it into some kind of discernible pattern. History is an exciting act of interpretation—taking the facts of the past and weaving them into a compelling narrative. The historian works closely with the stuff that has been left behind—documents, oral testimony, objects—to make the past come alive. As John Arnold has noted, “The sources do not ‘speak for themselves’ and never have done so.... They come alive when the historian reanimates them.”
Answer: reconstructing the past
Explain:","Historians gather evidence and interpret it to bring the past to life, which is precisely the process of “reconstructing the past.” The other choices do not capture the act of weaving historical facts into a coherent narrative.",3,valid
"Context: Students of ethics have been perplexed whether to classify their subject as a science, an art, or otherwise. The objection to including ethics among the sciences is that, whereas science deals with what is, ethics, it is said, is concerned with what ought to be. This, at the first glimpse, appears to be a valid and useful distinction; but mature reflection reveals that it is superficial and not wholly true. Much of the confusion and disorientation in contemporary ethics may be traced to just this refusal to recognize that ethics, no less than physics, is concerned with actually existent situations and with energies that cause clearly demonstrable effects. In the first place, our opinion of what ought to be lacks authority if it ignores what already exists. Any one of our most fanciful dreams might with equal force command our present efforts, unless we insist that our notions of what ought to be are somehow related to present realities. Even from this point of view, ethics must be more than the consideration of imaginary states that might satisfy our highest moral aspirations.
Answer: ignores what already exists
Explain:","An ethical claim devoid of connection to existing conditions lacks persuasive power—hence, it “ignores what already exists.” The other options fail to address the need for ethical judgments to be grounded in reality rather than fantasy.",3,valid
"Context: It is easy to find examples of correlations which are far more systematic than could occur by chance and yet which it would be absurd to treat as evidence of a direct causal link. For instance, there is a high degree of correlation between shoe size and vocabulary size: people with larger shoe sizes tend to have much larger vocabularies than people with smaller shoe sizes. But having larger feet does not cause anyone to gain a larger vocabulary; nor does having a large vocabulary cause your feet to grow. The obvious explanation of the correlation is that children tend to have much smaller feet than adults, and, because children acquire their vocabularies gradually as they grow older, it is hardly surprising that, on average, people with smaller feet have smaller vocabularies. In other words, foot size and vocabulary size can be explained in terms of features of the process of human development from infancy to adulthood: a cause which both observed phenomena have in common.
Answer: features of the process of human development
Explain:","The passage explains that while there is a correlation between physical growth (such as foot size) and verbal growth (such as vocabulary), this is not a direct causal relationship. Instead, both phenomena occur simultaneously as part of the process of human development. In other words, both can be explained by a common cause—features of the process of human development. This also aligns with the concept of a ""third variable (common cause)"" often used to explain the difference between correlation and causation. Therefore, ""features of the process of human development"" is the most appropriate choice for the blank.",3,valid
"Context: Over 4.5 billion years ago, the Earth’s primordial atmosphere was probably largely water vapour, carbon dioxide, sulfur dioxide and nitrogen. The appearance and subsequent evolution of exceedingly primitive living organisms (bacteria-like microbes and simple single-celled plants) began to change the atmosphere, liberating oxygen and breaking down carbon dioxide and sulfur dioxide. This made it possible for higher organisms to develop. When the earliest known plant cells with nuclei evolved about 2 billion years ago, the atmosphere seems to have had only about 1 percent of its present content of oxygen. With the emergence of the first land plants, about 500 million years ago, oxygen reached about one-third of its present concentration. It had risen to almost its present level by about 370 million years ago, when animals first spread on to land. Today’s atmosphere is thus not just a requirement to sustain life as we know it―it is also a consequence of life.
Answer: a consequence of life
Explain:","The passage describes how living organisms altered the atmosphere over time, so today’s atmosphere reflects those biological processes. Thus it is “a consequence of life.” The other options do not capture this idea of life producing atmospheric change.",2,valid
"Context: Much of the communication among chimps, as for animals in general, is too subtle for us to notice. One prime example involved six young chimpanzees being studied in the 1970s at the Delta Primate Research Center. One of them (we’ll call him the “leader”) was introduced alone into an enclosure and shown either a hidden source of food or a stuffed snake. When this chimp was reunited with his fellows outside the enclosure, they quickly resumed their normal activities. There was no readily apparent sign that the leader communicated his important knowledge to the other chimps. Yet, when all six were allowed into the enclosure after the leader had been shown food, the group headed straight for the food. In the “snake” condition, the chimps all entered the enclosure with the fur on their backs spiking up and approached the danger zone with extreme caution, poking at the leaf bed with sticks rather than with their hands. Either the leader chimp had conveyed the information to the others, or they were superbly attuned to his intentions.
Answer: too subtle for us to notice
Explain:","Since the other chimps reacted correctly to the leader’s unseen signal without any obvious cue, their communication must be so subtle that humans cannot easily detect it. The other options do not account for hidden but effective information transfer.",3,valid
"Context: Early human societies were nomadic, based on hunting and gathering, and, in a shifting pattern of life in search of new sources of food, qualities such as lightness, portability, and adaptability were dominant criteria. With the evolution of more settled rural societies based on agriculture, other characteristics, other traditions of form appropriate to the new patterns of life, rapidly emerged. It must be emphasized, however, that tradition was not static, but constantly subject to minute variations appropriate to people and their circumstances. Although traditional forms reflected the experience of social groups, specific manifestations could be adapted in various minute and subtle ways to suit individual users’ needs. A chair could keep its basic, accepted characteristics while still being closely shaped in detail to the physique and proportions of a specific person. This basic principle of customization allowed a constant stream of incremental modifications to be introduced, which, if demonstrated by experience to be advantageous, could be integrated back into the mainstream of tradition.
Answer: customization
Explain:","The passage explains that while traditional forms reflect the experiences of a social group, they can be finely adjusted to meet the needs of individual users. In other words, the basic form is maintained, but detailed customization is made according to each person's physique and proportions. This principle emphasizes that gradual changes can be integrated into tradition, so ""customization"" is the most appropriate choice for the blank.",3,valid
"Context: Creativity is commonly defined as the production of ideas that are both novel (original, new) and useful (appropriate, feasible). Ideas that are original but not useful are irrelevant, and ideas that are useful but not original are unremarkable. While this definition is widely used in research, an important aspect of creativity is often ignored: Generating creative ideas rarely is the final goal. Rather, to successfully solve problems or innovate requires one or a few good ideas that really work, and work better than previous approaches. This requires that people evaluate the products of their own or each other’s imagination, and choose those ideas that seem promising enough to develop further, and abandon those that are unlikely to be successful. Thus, being creative does not stop with idea generation. In fact, the ability to generate creative ideas is essentially useless if these ideas subsequently die a silent death.
Answer: does not stop with idea generation
Explain:","The creative thing is not to end with creative ideas, but to the process of creating, evaluating and selecting ideas. Therefore, the most appropriate thing to enter the blank is does not stop with idea generation.",3,valid
"Context: Through recent decades academic archaeologists have been urged to conduct their research and excavations according to hypothesis-testing procedures. It has been argued that we should construct our general theories, deduce testable propositions and prove or disprove them against the sampled data. In fact, the application of this ‘scientific method’ often ran into difficulties. The data have a tendency to lead to unexpected questions, problems and issues. Thus, archaeologists claiming to follow hypothesis-testing procedures found themselves having to create a fiction. In practice, their work and theoretical conclusions partly developed from the data which they had discovered. In other words, they already knew the data when they decided upon an interpretation. But in presenting their work they rewrote the script, placing the theory first and claiming to have tested it against data which they discovered, as in an experiment under laboratory conditions.
Answer: from the data which they had discovered
Explain:","In reality, archaeologists establish theories based on data they have already collected and then write up their research as if they had first formed a theory and then tested it. Therefore, ""from the data which they had discovered"" is the most appropriate choice.",3,valid
"Context: The meritocratic emphasis on effort and hard work seeks to vindicate the idea that, under the right conditions, we are responsible for our success and thus capable of freedom. It also seeks to vindicate the faith that, if the competition is truly fair, success will align with virtue; those who work hard and play by the rules will earn the rewards they deserve. We want to believe that success, in sports and in life, is something we earn, not something we inherit. Natural gifts and the advantages they bring embarrass the meritocratic faith. They cast doubt on the conviction that praise and rewards flow from effort alone. In the face of this embarrassment, we inflate the moral significance of effort and striving. This can be seen, for example, in television coverage of the Olympics, which focuses less on the feats the athletes perform than on heartbreaking stories of the hardships and obstacles they have overcome, and the struggles they have gone through to triumph over injury, or a difficult childhood, or political turmoil in their native land.
Answer: inflate the moral significance of effort and striving
Explain:","To preserve the belief that effort alone merits success, we exaggerate the virtue of striving and hardship, thereby downplaying natural advantages. The other options either doubt fairness, misplace emphasis, or contradict the focus on effort’s moral value.",3,valid
"Context: Humour involves not just practical disengagement but cognitive disengagement. As long as something is funny, we are for the moment not concerned with whether it is real or fictional, true or false. This is why we give considerable leeway to people telling funny stories. If they are getting extra laughs by exaggerating the silliness of a situation or even by making up a few details, we are happy to grant them comic licence, a kind of poetic licence. Indeed, someone listening to a funny story who tries to correct the teller―‘No, he didn’t spill the spaghetti on the keyboard and the monitor, just on the keyboard’―will probably be told by the other listeners to stop interrupting. The creator of humour is putting ideas into people’s heads for the pleasure those ideas will bring, not to provide accurate information.
Answer: accurate
Explain:","As long as the humor is interesting, it is allowed to exaggerate or make-up content, and if you intervene to correct the content accurately, you will be told not to interrupt, so accurate is most appropriate for the blank.",3,test
"Context: The creativity that children possess needs to be cultivated throughout their development. Research suggests that overstructuring the child’s environment may actually limit creative and academic development. This is a central problem with much of science instruction. The exercises or activities are devised to eliminate different options and to focus on predetermined results. The answers are structured to fit the course assessments, and the wonder of science is lost along with cognitive intrigue. We define cognitive intrigue as the wonder that stimulates and intrinsically motivates an individual to voluntarily engage in an activity. The loss of cognitive intrigue may be initiated by the sole use of play items with predetermined conclusions and reinforced by rote instruction in school. This is exemplified by toys, games, and lessons that are a(n) end in and of themselves and require little of the individual other than to master the planned objective.
Answer: end
Explain:","The passage criticizes how toys, games, and lessons become an end in themselves, meaning that once the planned goal is achieved, they make no creative demands on the individual. In this context, activities that only pursue a predetermined conclusion cause a loss of cognitive curiosity, so ""end"" is the most appropriate choice.",3,test
"Context: A sleeping mother has the ability to identify the particular cry of her own baby. This is one of the bonding factors that has been forgotten because of the way in which we live today. Typically, there is now only one newborn baby in any family house or apartment, so there is no way to test this ability. In an ancient tribe, however, living in small huts in a tiny village settlement, a mother would have been able to hear any of the babies crying in the night. If she woke up every time one of them screamed for food, she might get no sleep at all. During the course of evolution she became programmed to awake only at the sound of her own particular baby. This sensitivity is still there to this day, even though it is seldom used.
Answer: sensitivity
Explain:","The passage describes how, through evolution, mothers developed the ability to respond specifically to their own baby’s cries—this ability is referred to as ""sensitivity."" This sensitivity acts as a bonding factor, making it the most appropriate choice for the blank.",3,test
"Context: Sometimes, however, if a person is already sensitive and upset about something, delaying feedback can be wise. Use your critical thinking skills to analyze when feedback will do the most good. Rather than automatically offering immediate correction, use the just-in-time approach and provide feedback just before the person might make another mistake.
Answer: however
Explain:","Before blank (B), the passage explains the general principle that giving feedback quickly is effective. However, after the blank, it presents situations where, as an exception, it may be wiser to delay feedback. Since the sentences before and after the blank are contrasting, ""however,"" which means ""but"" or ""on the other hand,"" is the most appropriate choice for the blank.",3,test
"Context: Over the last decade the attention given to how children learn to read has foregrounded the nature of textuality, and of the different, interrelated ways in which readers of all ages make texts mean. ‘Reading’ now applies to a greater number of representational forms than at any time in the past: pictures, maps, screens, design graphics and photographs are all regarded as text. In addition to the innovations made possible in picture books by new printing processes, design features also predominate in other kinds, such as books of poetry and information texts. Thus, reading becomes a more complicated kind of interpretation than it was when children’s attention was focused on the printed text, with sketches or pictures as an adjunct. Children now learn from a picture book that words and illustrations complement and enhance each other. Reading is not simply word recognition. Even in the easiest texts, what a sentence ‘says’ is often not what it means.
Answer: word recognition
Explain:","In the past, what text meant was just writing, but now not only writing, but also pictures, maps, screens, design graphics, and photographs are all considered texts, so reading also applies to these various ways of expression, so word recognition is most appropriate for the blank.",3,test
